"","label","fillColor","player","birthdate","hometown","latitude","longitude","iframe_url","years","mpg","ppg","fg","rpg","apg","pt3","ft","popup"
"778","f","#00bfbf","Billy Thompson","1-Dec-63","Camden, NJ, USA",39.9259463,-75.1156199,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Billy Thompson+NBA",6,22.3,8.6,50.5,5.4,1.7,15.4,67.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Billy Thompson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Billy Thompson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Camden, NJ, USA<br>Years: 6<br>PPG: 8.6<br>MPG: 22.3<br>FG: 50.5<br>APG: 1.7<br>RPG: 5.4<br>3PT Percentage: 15.4<br>FT Percentage: 67.4</td></tr></table>"
"779","f","#00bfbf","Marcus Camby","22-Mar-74","Hartford, CT, USA",41.7637111,-72.6550932,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Camby+NBA",17,29.5,9.5,46.6,9.8,1.9,20.5,67,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Marcus Camby</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Marcus Camby+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Hartford, CT, USA<br>Years: 17<br>PPG: 9.5<br>MPG: 29.5<br>FG: 46.6<br>APG: 1.9<br>RPG: 9.8<br>3PT Percentage: 20.5<br>FT Percentage: 67</td></tr></table>"
"780","f","#00bfbf","Derrick Williams","25-May-91","Bellflower, CA, USA",33.8816818,-118.1160117,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Derrick Williams+NBA",2,23.2,10.5,42.3,5.1,0.6,30.5,70.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Derrick Williams</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Derrick Williams+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Bellflower, CA, USA<br>Years: 2<br>PPG: 10.5<br>MPG: 23.2<br>FG: 42.3<br>APG: 0.6<br>RPG: 5.1<br>3PT Percentage: 30.5<br>FT Percentage: 70.2</td></tr></table>"
"781","f","#00bfbf","James Donaldson","16-Aug-57","Heacham, United Kingdom",52.907743,0.49251,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Donaldson+NBA",14,27.4,8.6,57.1,7.8,0.8,NA,73.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>James Donaldson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Donaldson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Heacham, United Kingdom<br>Years: 14<br>PPG: 8.6<br>MPG: 27.4<br>FG: 57.1<br>APG: 0.8<br>RPG: 7.8<br>3PT Percentage: NA<br>FT Percentage: 73.2</td></tr></table>"
"782","f","#00bfbf","Daniel Gibson","27-Feb-86","Houston, TX, USA",29.7601927,-95.3353896,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Daniel Gibson+NBA",7,23.5,7.8,40.2,2,2,40.7,78,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Daniel Gibson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Daniel Gibson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Houston, TX, USA<br>Years: 7<br>PPG: 7.8<br>MPG: 23.5<br>FG: 40.2<br>APG: 2<br>RPG: 2<br>3PT Percentage: 40.7<br>FT Percentage: 78</td></tr></table>"
"783","f","#00bfbf","Gene Englund","21-Oct-17","Kenosha, WI, USA",42.5847425,-87.8211854,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gene Englund+NBA",1,NA,7.8,38,NA,0.9,NA,79.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Gene Englund</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Gene Englund+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Kenosha, WI, USA<br>Years: 1<br>PPG: 7.8<br>MPG: NA<br>FG: 38<br>APG: 0.9<br>RPG: NA<br>3PT Percentage: NA<br>FT Percentage: 79.2</td></tr></table>"
"784","f","#00bfbf","Stan McKenzie","6-Oct-44","Miami, FL, USA",25.7889689,-80.2264393,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stan McKenzie+NBA",7,18.9,9,44.4,2.8,1.5,NA,80.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Stan McKenzie</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Stan McKenzie+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Miami, FL, USA<br>Years: 7<br>PPG: 9<br>MPG: 18.9<br>FG: 44.4<br>APG: 1.5<br>RPG: 2.8<br>3PT Percentage: NA<br>FT Percentage: 80.2</td></tr></table>"
"785","f","#00bfbf","Ted McClain","30-Aug-46","Nashville, TN, USA",36.1666667,-86.7803333,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ted McClain+NBA",8,22.9,8.4,44.9,2.9,3.4,21.8,76.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Ted McClain</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Ted McClain+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Nashville, TN, USA<br>Years: 8<br>PPG: 8.4<br>MPG: 22.9<br>FG: 44.9<br>APG: 3.4<br>RPG: 2.9<br>3PT Percentage: 21.8<br>FT Percentage: 76.7</td></tr></table>"
"786","f","#00bfbf","Vinny Del Negro","9-Aug-66","Springfield, MA, USA",42.1014831,-72.588811,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vinny Del Negro+NBA",12,24.9,9.1,47.5,2.3,3.2,35.9,84,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Vinny Del Negro</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Vinny Del Negro+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Springfield, MA, USA<br>Years: 12<br>PPG: 9.1<br>MPG: 24.9<br>FG: 47.5<br>APG: 3.2<br>RPG: 2.3<br>3PT Percentage: 35.9<br>FT Percentage: 84</td></tr></table>"
"787","f","#00bfbf","Otto Moore","27-Aug-46","Miami, FL, USA",25.7889689,-80.2244393,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Otto Moore+NBA",9,24.8,8.2,45.3,8.2,1.6,NA,60.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Otto Moore</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Otto Moore+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Miami, FL, USA<br>Years: 9<br>PPG: 8.2<br>MPG: 24.8<br>FG: 45.3<br>APG: 1.6<br>RPG: 8.2<br>3PT Percentage: NA<br>FT Percentage: 60.9</td></tr></table>"
"788","f","#00bfbf","Johnny Norlander","5-Mar-21","Virginia, MN, USA",47.5232596,-92.5365713,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Norlander+NBA",5,NA,8.3,32.9,1,1,NA,67.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Johnny Norlander</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Johnny Norlander+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Virginia, MN, USA<br>Years: 5<br>PPG: 8.3<br>MPG: NA<br>FG: 32.9<br>APG: 1<br>RPG: 1<br>3PT Percentage: NA<br>FT Percentage: 67.7</td></tr></table>"
"789","f","#00bfbf","Dwight Jones","27-Feb-52","Houston, TX, USA",29.7601927,-95.3533896,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dwight Jones+NBA",10,21.5,8.1,47.1,5.9,1.2,50,74,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dwight Jones</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dwight Jones+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Houston, TX, USA<br>Years: 10<br>PPG: 8.1<br>MPG: 21.5<br>FG: 47.1<br>APG: 1.2<br>RPG: 5.9<br>3PT Percentage: 50<br>FT Percentage: 74</td></tr></table>"
"790","f","#00bfbf","Julian Hammond","27-May-43","Chicago, IL, USA",41.8781136,-87.6623982,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Julian Hammond+NBA",5,24.4,10.8,51.4,6.2,1.3,0,69.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Julian Hammond</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Julian Hammond+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Chicago, IL, USA<br>Years: 5<br>PPG: 10.8<br>MPG: 24.4<br>FG: 51.4<br>APG: 1.3<br>RPG: 6.2<br>3PT Percentage: 0<br>FT Percentage: 69.1</td></tr></table>"
"791","f","#00bfbf","Calbert Cheaney","17-Jul-71","Evansville, IN, USA",37.9715592,-87.5710898,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Calbert Cheaney+NBA",13,26.7,9.5,46.6,3.2,1.7,29.8,69.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Calbert Cheaney</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Calbert Cheaney+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Evansville, IN, USA<br>Years: 13<br>PPG: 9.5<br>MPG: 26.7<br>FG: 46.6<br>APG: 1.7<br>RPG: 3.2<br>3PT Percentage: 29.8<br>FT Percentage: 69.1</td></tr></table>"
"792","f","#00bfbf","James Robinson","31-Aug-70","Jackson, MS, USA",32.2987573,-90.1688103,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Robinson+NBA",7,18.2,7.6,39.4,1.7,1.9,34.8,66.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>James Robinson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=James Robinson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Jackson, MS, USA<br>Years: 7<br>PPG: 7.6<br>MPG: 18.2<br>FG: 39.4<br>APG: 1.9<br>RPG: 1.7<br>3PT Percentage: 34.8<br>FT Percentage: 66.6</td></tr></table>"
"793","f","#00bfbf","Arron Afflalo","15-Oct-85","Los Angeles, CA, USA",34.0522342,-118.2396849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Arron Afflalo+NBA",6,26.2,9.9,45.9,2.8,1.8,38.3,81.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Arron Afflalo</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Arron Afflalo+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 6<br>PPG: 9.9<br>MPG: 26.2<br>FG: 45.9<br>APG: 1.8<br>RPG: 2.8<br>3PT Percentage: 38.3<br>FT Percentage: 81.4</td></tr></table>"
"794","f","#00bfbf","Mario Elie","26-Nov-63","New York, NY, USA",40.7143528,-74.0014731,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mario Elie+NBA",11,25.5,8.6,47.3,2.8,2.6,36.5,85.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mario Elie</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mario Elie+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: New York, NY, USA<br>Years: 11<br>PPG: 8.6<br>MPG: 25.5<br>FG: 47.3<br>APG: 2.6<br>RPG: 2.8<br>3PT Percentage: 36.5<br>FT Percentage: 85.4</td></tr></table>"
"795","f","#00bfbf","Fly Williams","18-Feb-53","Brooklyn, NY, USA",40.65,-73.896,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fly Williams+NBA",1,17.5,9.4,46.2,2.5,2,14.3,68.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Fly Williams</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Fly Williams+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 1<br>PPG: 9.4<br>MPG: 17.5<br>FG: 46.2<br>APG: 2<br>RPG: 2.5<br>3PT Percentage: 14.3<br>FT Percentage: 68.3</td></tr></table>"
"796","f","#00bfbf","Dorell Wright","2-Dec-85","Los Angeles, CA, USA",34.0522342,-118.1866849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dorell Wright+NBA",9,24.7,9.3,43.1,4.1,1.7,36.7,81.1,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dorell Wright</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dorell Wright+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 9<br>PPG: 9.3<br>MPG: 24.7<br>FG: 43.1<br>APG: 1.7<br>RPG: 4.1<br>3PT Percentage: 36.7<br>FT Percentage: 81.1</td></tr></table>"
"797","f","#00bfbf","Jon Sundvold","2-Jul-61","Sioux Falls, SD, USA",43.5499749,-96.700327,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jon Sundvold+NBA",9,17.6,7.7,45.2,1.1,2.9,39.2,84.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Jon Sundvold</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Jon Sundvold+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Sioux Falls, SD, USA<br>Years: 9<br>PPG: 7.7<br>MPG: 17.6<br>FG: 45.2<br>APG: 2.9<br>RPG: 1.1<br>3PT Percentage: 39.2<br>FT Percentage: 84.9</td></tr></table>"
"798","f","#00bfbf","Alexey Shved","16-Dec-88","Belgorod, Russia",50.5997134,36.5982621,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alexey Shved+NBA",1,23.9,8.6,37.2,2.3,3.7,29.5,72,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Alexey Shved</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Alexey Shved+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Belgorod, Russia<br>Years: 1<br>PPG: 8.6<br>MPG: 23.9<br>FG: 37.2<br>APG: 3.7<br>RPG: 2.3<br>3PT Percentage: 29.5<br>FT Percentage: 72</td></tr></table>"
"799","f","#00bfbf","Herm Gilliam","5-May-46","Winston-Salem, NC, USA",36.0998596,-80.238216,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Herm Gilliam+NBA",8,26,10.8,44.1,3.8,3.8,NA,79.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Herm Gilliam</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Herm Gilliam+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Winston-Salem, NC, USA<br>Years: 8<br>PPG: 10.8<br>MPG: 26<br>FG: 44.1<br>APG: 3.8<br>RPG: 3.8<br>3PT Percentage: NA<br>FT Percentage: 79.2</td></tr></table>"
"800","f","#00bfbf","Mark Blount","30-Nov-75","Dobbs Ferry, NY, USA",41.0145418,-73.872635,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Blount+NBA",9,23.1,8.2,50.4,4.6,0.8,35.9,72.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Blount</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Blount+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Dobbs Ferry, NY, USA<br>Years: 9<br>PPG: 8.2<br>MPG: 23.1<br>FG: 50.4<br>APG: 0.8<br>RPG: 4.6<br>3PT Percentage: 35.9<br>FT Percentage: 72.3</td></tr></table>"
"801","f","#00bfbf","Pervis Ellison","3-Apr-67","Savannah, GA, USA",32.0835407,-81.0998342,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Pervis Ellison+NBA",11,24.5,9.5,51,6.7,1.5,5,68.9,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Pervis Ellison</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Pervis Ellison+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Savannah, GA, USA<br>Years: 11<br>PPG: 9.5<br>MPG: 24.5<br>FG: 51<br>APG: 1.5<br>RPG: 6.7<br>3PT Percentage: 5<br>FT Percentage: 68.9</td></tr></table>"
"802","f","#00bfbf","Tobias Harris","15-Jul-92","Islip, NY, USA",40.7298207,-73.2103934,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tobias Harris+NBA",2,18.3,8.4,45.8,4,0.9,30.5,77,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Tobias Harris</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Tobias Harris+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Islip, NY, USA<br>Years: 2<br>PPG: 8.4<br>MPG: 18.3<br>FG: 45.8<br>APG: 0.9<br>RPG: 4<br>3PT Percentage: 30.5<br>FT Percentage: 77</td></tr></table>"
"803","f","#00bfbf","Nathaniel Clifton","13-Oct-22","Little Rock, AR, USA",34.7464809,-92.2875948,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nathaniel Clifton+NBA",8,30,10,36.1,8.2,2.5,NA,63.3,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Nathaniel Clifton</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Nathaniel Clifton+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Little Rock, AR, USA<br>Years: 8<br>PPG: 10<br>MPG: 30<br>FG: 36.1<br>APG: 2.5<br>RPG: 8.2<br>3PT Percentage: NA<br>FT Percentage: 63.3</td></tr></table>"
"804","f","#00bfbf","Leroy Ellis","10-Mar-40","Far Rockaway, NY, USA",40.5998931,-73.7448437,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leroy Ellis+NBA",14,26.3,9.7,44.2,8.3,1.3,NA,72.8,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Leroy Ellis</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Leroy Ellis+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Far Rockaway, NY, USA<br>Years: 14<br>PPG: 9.7<br>MPG: 26.3<br>FG: 44.2<br>APG: 1.3<br>RPG: 8.3<br>3PT Percentage: NA<br>FT Percentage: 72.8</td></tr></table>"
"805","f","#00bfbf","Samuel Robinson","1-Jan-48","Los Angeles, CA, USA",34.0522342,-118.1506849,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Samuel Robinson+NBA",2,21.3,9.1,44.4,4.1,1.2,19,77.7,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Samuel Robinson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Samuel Robinson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Los Angeles, CA, USA<br>Years: 2<br>PPG: 9.1<br>MPG: 21.3<br>FG: 44.4<br>APG: 1.2<br>RPG: 4.1<br>3PT Percentage: 19<br>FT Percentage: 77.7</td></tr></table>"
"806","f","#00bfbf","John Gianelli","10-Jun-50","Stockton, CA, USA",37.9577016,-121.2907796,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Gianelli+NBA",8,25.2,7.8,47,5.9,1.5,NA,70.2,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>John Gianelli</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=John Gianelli+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Stockton, CA, USA<br>Years: 8<br>PPG: 7.8<br>MPG: 25.2<br>FG: 47<br>APG: 1.5<br>RPG: 5.9<br>3PT Percentage: NA<br>FT Percentage: 70.2</td></tr></table>"
"807","f","#00bfbf","Dave Meyers","21-Apr-53","San Diego, CA, USA",32.7153292,-117.1532551,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Meyers+NBA",4,26.6,11.2,46.1,6.3,2.3,20,67.6,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dave Meyers</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Meyers+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: San Diego, CA, USA<br>Years: 4<br>PPG: 11.2<br>MPG: 26.6<br>FG: 46.1<br>APG: 2.3<br>RPG: 6.3<br>3PT Percentage: 20<br>FT Percentage: 67.6</td></tr></table>"
"808","f","#00bfbf","Dave Minor","24-Feb-22","St. Louis, MO, USA",38.6270025,-90.1844042,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Minor+NBA",2,27.3,7.6,36,4.5,2.5,NA,75.4,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Dave Minor</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Dave Minor+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: St. Louis, MO, USA<br>Years: 2<br>PPG: 7.6<br>MPG: 27.3<br>FG: 36<br>APG: 2.5<br>RPG: 4.5<br>3PT Percentage: NA<br>FT Percentage: 75.4</td></tr></table>"
"809","f","#00bfbf","Mark Jackson","1-Apr-65","Brooklyn, NY, USA",40.65,-73.889,"http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Jackson+NBA",17,30.2,9.6,44.7,3.8,8,33.2,77,"<table cellpadding='3' style='line-height:1.25'><tr><th colspan='2.5'>Mark Jackson</th></tr><tr><td><iframe src='http://nflcombineresults.com/testembed2.php#advanced/search-advanced-query=Mark Jackson+NBA' height='200' width='140'></iframe></td><td align='left'>Hometown: Brooklyn, NY, USA<br>Years: 17<br>PPG: 9.6<br>MPG: 30.2<br>FG: 44.7<br>APG: 8<br>RPG: 3.8<br>3PT Percentage: 33.2<br>FT Percentage: 77</td></tr></table>"
